"","species","common_name","category","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"31","Oncorhynchus kisutch","Coho salmon","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,4,10.4,16,50.4,84.8,116.8,147.2,175.2,200,232,256,280,304,336,372,384,455.2,776.8,2048,1396.8,2336.8,2807.2,5129.6,7488.8,8332.8,13244.8,20649.6,24233.6,31331.2,35508,38810.4,39323.2,46960,46688,60957.6,67893.6,70641.6,71580,86900.8,120788.8,90276,81924,79953.6,92178.4,104213.6,95235.2,84100.8,138184,110008,127757.04,137347.008,125433.6,137401.04,112765.2,99350.4,143909.032,133259.016,177083.936,177675.232,185345.568,209699.2,238745.6
"32","Oncorhynchus mykiss","Rainbow trout","Finfish",3520,3878.4,4330.4,4805.6,5537.6,7269.6,8880.8,9084.8,10427.2,12777.6,14164.8,16517.6,18167.2,20575.2,25056.8,31736.8,34970.4,39440.8,47155.2,48231.2,51800.8,58842.4,65652,69897.6,77196,82103.2,83636,88001.6,95180,100044,116115.2,126895.2,137836.8,145395.2,149431.2,157860,165455.2,182294.4,200351.2,207534.4,222397.6,229997.6,244730.4,255916.8,275067.2,303623.2,324312,366455.2,380180.8,366784.8,397196,443745.6,439912,445948,453375.2,450144.8,488333.856,535383.68,542164.328,604103.36,604682.704,637119.248,709616.656,657384.464,642240.048,606713.8,670669.504,671821.792,690269.6,721801.12,800982.032,808333.592,867420.368,884196.392
"33","Oreochromis niloticus","Nile tilapia","Finfish",1272,1696,2103.2,2649.6,3599.2,4112,4304.8,6312.8,6428,6902.4,6188.8,5216.8,5040,5751.2,6543.2,7335.2,7565.6,7566.4,7884,8847.2,9646.4,10881.6,11938.4,13428.8,14737.6,16196.8,19952,22763.2,26296.8,28240,33085.6,36618.4,40892.8,48347.2,53328,71991.2,89319.2,99530.4,105745.6,162558.4,187041.6,206333.6,264992.8,305890.4,343573.6,428943.2,515745.6,581344,598432,681861.6,802487.2,855583.2,938468.8,1069572,1221985.92,1381396,1396183.992,1566328.96,1748444.4,1896928.72,2136849.112,2349988.672,2689392.264,2814875.072,3035852.672,3270406.504,3366590.176,3589904.736,3652781.296,3823723.608,3678124.344,3872967.704,4011852.88,4156732.408
"34","Pangasianodon hypophthalmus","Striped catfish","Finfish",2260,2357.6,2458.4,2564.8,2674.4,2789.6,2909.6,3034.4,3165.6,3301.6,3443.2,3591.2,3745.6,3907.2,4075.2,4250.4,4432.8,4623.2,4822.4,5029.6,5280,5440,5680,5920,8084,5324,6644.8,5770.4,8648.8,6061.6,7900,11476.8,9155.2,7939.2,6539.2,11028.8,10059.2,9457.6,16282.4,10831.2,10672,11614.4,11346.4,9592,10551.2,9600,8240,37488,56960,78687.2,90580.8,102910.4,122829.6,152628,234444.8,328944,443048,705719.2,1347604.8,1243520,1399488.304,1434875.8,1588314.4,1573679.096,1629470.32,1666536.656,1753459.192,1836870.824,1888583.576,2150366.456,2064386.776,2056186.12,2280302.48,2361120.272
"35","Penaeus monodon","Giant tiger prawn","Crustacean",0,0,0,0,0,0,40.47,39.9,41.61,43.89,40.47,43.32,34.2,34.77,53.01,84.93,139.08,228.57,426.93,1065.9,1209.54,1382.25,1623.36,1903.8,2492.04,4095.45,5660.1,6091.59,7557.06,10483.44,9432.93,12081.15,15824.91,23679.51,36293.04,43202.58,64486.38,100940.16,113920.2,146806.92,165185.43,213419.97,250416.96,282094.71,318836.91,322877.07,306027.87,273364.59,286769.85,312143.97,359660.88,383616.84,359938.47,412612.17,403230.54,379334.43,366024.93,338379.93,410608.05,438013.2111,320848.725,392451.0591,381515.307,404080.2789,400004.7219,419065.8354,402339.7839,415103.7996,428355.8835,409804.2246,408826.8741,423353.4039,434898.3435,459412.8351
"36","Penaeus vannamei","Whiteleg shrimp","Crustacean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,28.5,28.5,114,289.56,581.97,882.93,1189.59,1904.94,2127.81,2325.6,4764.63,6361.2,11826.93,19267.14,19291.08,17643.21,25575.33,40716.81,45609.69,46286.85,52267.86,70532.37,79829.64,66699.12,74135.34,84819.99,85611.72,103493.76,114476.52,111396.24,88643.55,159769.86,278114.4,572812.38,756777.03,956693.13,1231774.56,1340779.821,1313598.288,1384727.2428,1509668.1933,1722484.653,1792595.508,1779454.9731,2049562.1499,2168032.905,2347635.3165,2697590.3961,2859917.4585,3106626.2892,3322662.1659,3614133.9288,3898427.9211,4193479.7457
"37","Perna canaliculus","New Zealand green-lipped mussel","Bivalve",306,408,459,459,612,612,1071,969,1326,1224,1326,408,1224,867,867,1122,1071,816,816,510,510,612,1275,1224,1090.38,814.98,1146.99,332.52,359.55,575.28,800.7,687.48,2473.5,3850.5,4998,5538.6,7974.36,9018.33,12544.98,12247.65,12240,22236,23715,23970,22955.1,31884.69,33150,33405,38250,36210,38760,32640,39780,39780,43350,48450,49470,50745,51051,45823.5,48535.68,51668.61,44087.97,42616.11,49693.38,39173.61,47958.87,50855.16,43949.76,50207.97,51845.07,49988.16,45493.53,47413.17
"38","Porphyra haitanensis","Nori (haitanensis)","Algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,17550,20350,18915,22330,26975,45955,42135,33150,36060,35145,34075,49935,50350,45985,42415,46585,46105,46275,26470,58240,79495,96615,145000,153075,151840,150065,165068.5,183092,212456.5,256485,293875,318457,354431.5,351546.5,411050,452085,407330,531171.5,520338.5,489677,538202.5,545074.5,545582.5,554951.5,656425,866525,1008895,1061520,1110090,995810,1088290,1049695
"39","Porphyra yezoensis","Nori (yezoensis)","Algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,17550,20350,18915,22330,26975,45955,42135,33150,36060,35145,34075,49935,50350,45985,42415,46585,46105,46275,26470,58240,79495,96615,145000,153075,151840,150065,165068.5,183092,212456.5,256485,293875,318457,354431.5,351546.5,411050,452085,407330,531171.5,520338.5,489677,538202.5,545074.5,545582.5,554951.5,656425,866525,1008895,1061520,1110090,995810,1088290,1049695
"40","Procambarus clarkii","Red swamp crayfish","Crustacean",1.02,1.36,3.4,3.4,3.4,3.4,6.8,6.8,10.2,13.6,17,23.8,30.6,40.8,54.4,71.4,91.8,122.4,159.8,210.8,272,374,476,629,833,1105,1530,2314.04,2002.94,3298,3688.66,5712,8500,10200,9180,10045.3,15068.12,15735.88,11090.8,11114.6,11799.7,10163.96,9788.94,8825.38,7647.62,9045.7,7269.54,7681.62,5853.44,6616.06,2622.42,4707.98,9460.5,26543.46,29363.08,37854.58,52148.18,107940.14,142087.36,176224.38,202753.288,174449.58,186572.62,203036.44,224153.9318,244829.24,304201.06,405736.96,581856.96,736195.2,838439.2622,920472.123,1007882.383,1089194.4948
"41","Pyropia tenera","Nori (tenera)","Algae",21000,24502,42010,37779,43057,56384,65997,100998,63740,77167,102667,150391,160604,153061,120958,147011,134647,165722,159019,150523,267246,279747,240948,346173,393754,323534,339061,343318,388329,380874,427388,436232,359881,466719,553079,481669,566575,424569,578606,565428,502905,565229,566376,618233,767789,612972,552908,541001,595598,623559,529188,541047,646050,540931,587490,584190,585242,606741,562783,554064,565234,609790.5,692425,723778,675992,688454,713425,831206,854491,861245.08,828537.68,787669.64,785711.6,737351.22
"42","Ruditapes philippinarum","Japanese carpet shell","Bivalve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4081.02,2552.55,4220.25,4232.49,6576.96,7367.46,3234.42,4707.3,5205.06,6573.9,8651.64,10273.44,13149.84,18721.59,17724.54,21229.77,24002.64,25634.64,26601.09,29896.71,34639.2,44059.41,66139.35,88022.43,97724.67,132714.24,160715.79,206030.31,336801.96,485555.19,596384.31,586131.78,590042.97,630678.24,684832.59,853229.49,767188.41,942396.36,1058072.01,1166771.37,1280704.86,1321287.09,1431591.42,1553308.02,1586121.3588,1638388.6782,1785093.585,1788770.4147,1845532.767,1898206.7808,1957676.8302,1978951.1793,2129269.2117,2156047.3839,2110494.1992,2048404.0554,2175330.2646,2214450.3705,2257356.8082,450316.6125
"43","Saccharina japonica","Japanese kelp","Algae",5338,3756,3363,4049,5429,7940,8755,21006,54717,202096,343426,344187,346056,414179,551110,553218,691182,694203,697802,837624,748124,944632,1123152,968634,1059967,1183951,1149821,1656276,1878785,1838592,1974037,1803813,1860204,2024876,2265151,2381341,2138822,2182926,2453273,2935892,2463890,3262579,4365796,5118497,5040698,5043177,5760739,5452531,5284201,5828235,5382112,5263853,5506163,5366055,5252570,5699097,5838625,5977890,6169255,6323311,6525601,6568271,7128904,7437805,9698488,10313702,10662593.12,11174478.2,11498492,12273741,12470027.48,13095421.5,10861322.16,13253569.18
"44","Salmo salar","Atlantic salmon","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.6,3.2,6.4,12,21.6,235.2,251.2,287.2,457.6,779.2,1006.4,1320.8,1821.6,3164.8,3968.8,4230.4,8086.4,10612,16510.4,21588,31037.6,47183.2,53716.8,88478.4,134450.4,180513.6,213026.4,198022.4,244488,299944.8,372196,441524.8,517212.8,550581.6,644492.8,716646.4,824004,868907.2,918145.6,1009540.8,1013837.6,1054976,1103099.2,1161013.52,1161307.944,1149641.592,1388310.832,1659518.48,1674966.328,1877918.368,1904687.32,1698741.08,1790564.224,1842772.192,2007367.504,2080841.368,2224591.776,2219685.072,2171719.712
"45","Sargassum fusiforme","Fusiform sargassum","Algae",0,0,0,5,7,8,10,13,16,21,26,32,40,51,63,64,74,74,78,97,122,153,191,240,300,376,468,581,738,925,1225,1497,1434,2633,4325,8497,13289,11572,23871,20168,23920,11408,18163,27621,31669,37679,23054,34475,25220,22940,12091,6873,11016,109597,138028,115631,135355,157169,105181,98105,97033,131979,121952,158356,184227,209324,216412,254594,268660,303797,292905,327396.7,348481.14,430920.25
"46","Sciaenops ocellatus","Red drum","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,4.8,4,8,12,8,9.6,5.6,8,92.8,118.4,2002.4,1692,1785.6,1755.2,32042.4,32519.2,33922.16,39171.84,41455.52,42509.2,40723.28,42373.12,51411.2,52238.4,47608.176,55760,57065.256,56218.88,56919.064,58941.472,61666.864,67505.264,55845.136,54513.264,55291.376
"47","Scylla paramamosain","Green mud crab","Crustacean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23842.62,25632.45,26315.01,25137.81,27412.83,30740.04,30926.61,30350.16,31258.44,33371.73,35680.23,36316.89,36475.38,39471.03,41033.52,42582.24,43366.32,43046.91,41057.55,41758.47,42393.24
"48","Scylla serrata","Indo-Pacific swamp crab","Crustacean",78.3,83.7,83.7,118.8,91.8,118.8,118.8,118.8,121.5,148.5,148.5,147.96,151.2,162.27,159.3,153.09,178.2,178.74,173.07,178.2,81.81,115.83,150.12,118.8,373.95,150.66,222.21,168.75,202.23,317.79,251.91,436.86,609.12,658.53,812.7,938.25,987.93,929.61,953.1,1163.7,1022.76,892.35,1808.46,2479.68,2260.71,1951.83,1476.63,2704.86,1630.26,2869.56,2897.1,2486.97,3899.07,3377.43,2426.76,3158.46,3723.84,4405.05,5414.85,5931.009,9988.0749,9929.7468,11876.3577,11167.2054,21383.2494,22586.6934,25171.7085,23372.3529,32678.5617,29026.0827,30339.9648,30324.8664,28344.1221,29025.8289
"49","Seriola quinqueradiata","Japanese amberjack","Finfish",32,40,40,78.4,42.4,54.4,51.2,90.4,234.4,433.6,1144.8,1628.8,3568,4030.4,8256.8,11823.2,13500,16935.2,25421.6,26177.6,34683.2,49394.4,61530.4,64215.2,74148,73881.6,81295.2,91892.8,97382.4,123897.6,119448.8,120603.2,117043.2,124703.2,121998.4,120768.8,116702.4,127093.6,132742.4,122531.2,128884.8,128861.6,118960.8,113316.8,118544.8,135812,116618.4,110587.2,117479.2,112328.8,109467.2,122460,129996.8,126054.4,120054.4,127792.8,124003.2,127799.2,124086.4,123954.4,111148.8,116992,128172,120309.6,107686.4,112233.6,112694.4,111199.2,110583.2,109093.6,110008.8,106952.8,91090.4,98400
"50","Sinonovacula constricta","Constricted tagelus","Bivalve",7.14,33.66,55.08,109.65,171.87,243.78,328.95,635.97,457.47,819.06,1473.39,1153.11,1192.89,1449.42,1575.9,2552.55,3115.59,4043.28,5093.88,6536.16,8640.42,10401.96,12398.61,11434.2,12270.6,14364.66,16716.27,24446.34,25500,29605.5,31700.58,33081.15,37434.51,45389.49,56103.06,64115.67,64349.25,68134.47,71743.23,70618.17,71566.26,84267.3,101284.98,113637.69,128971.86,156441.99,174684.69,169280.73,191738.07,217571.1,248744.85,267610.77,284048.07,300212.52,301824.63,318448.59,311406.51,340199.58,378462.84,344715.12,353599.83,362063.79,352101.45,351843.39,383516.94,387726.99,407633.82,439895.91,434991.75,443318.01,438735.15,438422.01,432289.26,2269044.06
"51","Sparus aurata","Gilthead seabream","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,32,48,64,72,88,112,129.6,205.6,166.4,209.6,274.4,313.6,451.2,620,778.4,1428,2276,3656,5181.6,7725.6,10425.6,16456,19584.8,26570.4,33189.6,43522.4,53775.2,69842.4,65733.6,62008,77084,74174.4,88604,85882.4,99709.6,103901.08,108856.136,113846.624,107102.056,114485.008,127100.104,128587.832,135348.056,151410.648,175443.672,182938.168,207563.216,226808.384,254369.696,274973.928,273030.952
"52","Tegillarca granosa","Blood cockle","Bivalve",4890.9,5003.1,6007.8,6181.2,6142.95,6308.7,7389.9,8986.2,7142.55,7360.83,9113.7,8029.44,10174.5,17134.98,19359.09,18771.57,23527.83,26356.29,23793.54,23277.93,32658.87,31395.09,24663.09,30658.65,34888.59,23854.74,30725.46,42766.56,46008.63,49514.37,78141.18,54271.14,41931.69,39432.69,54335.91,46776.69,52219.92,56132.13,54582.75,58568.4,58714.77,74528.34,74957.76,90086.91,102592.11,128638.83,114221.13,97353.9,139537.02,159001.17,146166,180799.08,187709.07,213763.44,218136.18,196489.23,201027.21,210718.23,213842.49,216245.1,232919.04,199497.21,192904.44,222619.6971,223585.9686,217383.5322,219483.9876,203463.6534,222842.3223,230863.0974,232954.5819,208833.8973,207506.5815,206516.8041
"53","Trachinotus ovatus","Pompano","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,28000,28800,52800,64000,89600,89600,89600,88000,88000,92000,109600,120000,124000,128000,195126.4,196348,233810.4
"54","Undaria pinnatifida","Wakame","Algae",7803,7500,7500,7800,8200,8300,8500,10000,12500,12000,13500,14000,14500,21150,21000,19737,52809,81654,122256,92688,121103,153756,190964,285107,411787,291619,346739,388133,339835,340143,408485,486734,445504,452635,494774,468817,582055,501009,492206,489350,457313,441111,558786,536833,554969,531490,434235,535411,343461,323790,311125,232487,295973,1769202,2245301,2439737,2027790,1765643.9,1756249,1679254,1505106,1691695,2066384,2006139,2269499,2215569,2063492,2341677.09,2321474.8,2564082.93,2811421.71,2741035.55,2692524.19,2671826.66
