ASFIS species Name En,Continent Name En,Country Name En,Inland/Marine areas Name En,Unit Name,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
Giant river prawn,Americas,El Salvador,Inland waters,Tonnes - live weight,0,0,0.05,0.22,0.63,0.68,0.71,1,5,5,4,3.69,3.57,6,6,3,8,4,4,4,3,9,17,16,14,21,10,9,9,8,7,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,French Guiana,Inland waters,Tonnes - live weight,,,,,,,,,,1,1,1,5,5,5,5,5,5,5,15,25,25,25,18,7,0,0,0,0,0,83,83,89,63,71,36,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Grenada,Inland waters,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Guadeloupe,Inland waters,Tonnes - live weight,2,2,2,2,2,2,6,6,6,6,6,7,6.5,10.5,11.824,9.462,8.661,27,27,21,14,14,20,14,20,30,30,26,40,35,44,42,44,42,40,35,31,40,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Guatemala,Inland waters,Tonnes - live weight,,,,,,,,,20,20,20,20.8,,,,,8,8,8,8,30,46,43,52,75,5,99,76,32,35,7,10,8,10,12,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Guyana,Inland waters,Tonnes - live weight,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Honduras,Inland waters,Tonnes - live weight,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,18,27,20,15,10,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Jamaica,Inland waters,Tonnes - live weight,2,2,2,2,,,,,,5,5,10,12,12,,,,,,,10,10,40,40,40,40,40,30,30,30,30,30,30,30,20,19,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Martinique,Inland waters,Tonnes - live weight,6,6,7.5,8,7.5,7,7,7.5,5,5,5,5,10,6,10,10,10,9,19,19,19,19,20,25,44,35,40,40,42,38,52,49,57,52,53,50,35,27,13,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Mexico,Inland waters,Tonnes - live weight,,0,0,0,0,0,,,,,17,8,11.812,9,6,56,53,43,32,29,48,45,32,37,112,90,92,124,175,167,139,201,353,410,361,350,325,325,340,334,324,310,293,271,246,216,183,146,104,59,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant river prawn,Americas,Panama,Inland waters,Tonnes - live weight,,0.048,3,3.2,3.2,2.5,2.1,3.5,1.9,0.3,,,,0,1,1,0,0,0,0,0,0,0,0,1,2,3,0,5,5,8,6,5,11,7,16,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Paraguay,Inland waters,Tonnes - live weight,,,,,,,,,,,,,20,20,20,20,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Peru,Inland waters,Tonnes - live weight,25.2,26.5,60.37,28.7,26.26,33.61,20.8,78.13,20.15,11.4,12.7,15,11,6,4,11,18,11,8,7,6,10,16,45,23,31,100,212,1,1,4,5,10,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Puerto Rico,Inland waters,Tonnes - live weight,12,12,12,12,12,12,12,12,12.98,13,13,13,15,10,10,6,20,40,104,8,7,12,7,,2,1,20,100,112,199,78,110,102,76,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Saint Lucia,Inland waters,Tonnes - live weight,1.81,1.03,3.409,5,4.36,11.87,10.5,7.2,7.3,6,5.8,2,0.26,0.24,0.09,0.053,0,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Suriname,Inland waters,Tonnes - live weight,,,,,,,,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,Trinidad and Tobago,Inland waters,Tonnes - live weight,0,,,0,0,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Americas,United States of America,Inland waters,Tonnes - live weight,,,,27,67,67,67,67,67,200,200,200,200,200,200,218,218,38,49,54,44,0,0,0,0,0,0,159,159,147,184,184,159,130,91,81,131,144,182,182,150,136,110,51,70,67,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant river prawn,Americas,Venezuela (Boliv Rep of),Inland waters,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,30,30,31,13,25,22,31,23,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Bangladesh,Inland waters,Tonnes - live weight,50750,51096,52197,51571,48574,46189,42053,45167,43713,45162,39868,30636,26137,23377,23240,20810,19609,17123,10200,9559,9471,5504,5394,5751,4534,4185,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Brunei Darussalam,Inland waters,Tonnes - live weight,2.472,0.848,1.295,0.96,1,1.7,,,,1,,,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Cambodia,Inland waters,Tonnes - live weight,140,240,180,150,150,150,150,150,140,140,140,120,110,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,China,Inland waters,Tonnes - live weight,171263,161888,139609,133266,137360,126591,117492,115393,106730,113582,116184,120780,142121,127788,124520,104005,85541,84965,75376,98383,111282,84891,69565,55502,39912,37363,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,India,Inland waters,Tonnes - live weight,18086,9128,8702,10000,9056,10162,8729,8680,6900,,,,6600,12800,27262,30115,42820,38720,35870,30500,24230,16600,7000,3900,1500,178,,311,178,455,196,198,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Indonesia,Inland waters,Tonnes - live weight,567.07,877,5829,3869,1800,17936.33,832,1809,3386.94,4430.01,617.12,1327,695.62,942,989,1199,1009,290,246,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Indonesia,Marine areas,Tonnes - live weight,1321.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Iran (Islamic Rep. of),Inland waters,Tonnes - live weight,4,4,4,12,16,11,11,18,63,61,68,10,9,25,18,30,28,27,30,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Israel,Inland waters,Tonnes - live weight,40,40,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,18,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Malaysia,Inland waters,Tonnes - live weight,207.02,192.686,205.576,213.42,293.74,309.433,268.02,398.1,456.61,413.28,334,619,552,355,246,194,514,317,627,535,752,1338,653,281,143,114,79,46,52,94,145,137,128,68,5,79,84,67,51,87,55,48,41,33,24,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant river prawn,Asia,Myanmar,Inland waters,Tonnes - live weight,19201,10928.84,9509.07,3528.806,4633.6,13544.774,2329,800,872,4355,4233,2881,2880.9,2881,1500,1477,1000,500,200,120,,,,0,0,0,0,0,0,0,3,3,4,5,6,8,10,7,6,5,4,4,3,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Philippines,Inland waters,Tonnes - live weight,0.48,1.327,1.244,1,1.4,2,6,9,12,12,9,18,29,37,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Singapore,Inland waters,Tonnes - live weight,5.85,1.54,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Sri Lanka,Inland waters,Tonnes - live weight,296,173,169,117,56,66,58,72,74,80,105,45,43,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant river prawn,Asia,Taiwan Province of China,Inland waters,Tonnes - live weight,5418.74,6473.064,6781.708,6569.193,6453.36,6436.904,6579.9,6760.236,6774.42,6759,6459.5,6318,7470,10058,8316,9878,10515,10039,10045,7026,6859,8149,7223,8165,7554,7354,8467,6556,5475,7665,16196,11607,6725,4355,1354,1382,697,1315,680,914,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Asia,Thailand,Inland waters,Tonnes - live weight,43435,40675,31984,31838,21415,14950,16235,16906,18168,18702,21079.9,25606,26785,33189,32148,25353,28740,32583,28151,15393,13310,9917,8494,4764,7856,8000,7792,10124,9204,10306,7766,6503,7949,10912,11837,4513,2456,3102,1153,280,157,113,100,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant river prawn,Asia,Viet Nam,Inland waters,Tonnes - live weight,2740.12,2002.69,20128,16500,15086.49,8337.83,7529.36,5801,4785,5885,5813,4246,7700,7100,7900,5482,5200,6247,5961,5552,4933,3513,2544,2918,4070,3620,16500,12500,12000,12000,11000,10000,9000,8000,8600,6000,5000,5000,4050,3220,2390,1560,740,400,200,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant river prawn,Oceania,Fiji,Inland waters,Tonnes - live weight,40,44.8,40,35,30,25,22,1,18,10,19,17,20,25,24,2,5,5,10,8,5,5,2,20,40,93,91,87,85,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Oceania,French Polynesia,Inland waters,Tonnes - live weight,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,4,4,6,8,8,11,15,17,20,20,17,13,14,13,7,13,6,6,3,3,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Oceania,Guam,Inland waters,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Oceania,New Caledonia,Inland waters,Tonnes - live weight,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Oceania,Solomon Islands,Inland waters,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,Oceania,Vanuatu,Inland waters,Tonnes - live weight,0,0.23,,0.09,0.055,0.17,0.029,0.038,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Africa,Ghana,Marine areas,Tonnes - live weight,30,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Africa,Madagascar,Marine areas,Tonnes - live weight,3378.21,5272.97,4307.56,4947.05,5439,4139,3447,4691,5362,4951.5,5405,4000,3260,8000,8457,8463,6726,6243,7007,7313,5399,4800,3486,2492,2477,2425,1535,408,790,30,38,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Africa,Mauritius,Marine areas,Tonnes - live weight,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Africa,Mozambique,Marine areas,Tonnes - live weight,,,,,,,,,10,39,506,667,374,602,346,498,553,215,166,500,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Africa,Seychelles,Marine areas,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,289,368,704,772,1175,1084,234,282,425,227,649,584,278,195,164,100,50,12,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Africa,South Africa,Marine areas,Tonnes - live weight,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,30,39,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Africa,"Tanzania, United Rep. of",Marine areas,Tonnes - live weight,74.85,73.56,336.4,371.7,450,345,248,391,285,270,290,231,108,202,32,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Bangladesh,Marine areas,Tonnes - live weight,68704,64688,63171,61709,68272,68217,75274,71430,68948,57785,56569,43154,49710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Brunei Darussalam,Marine areas,Tonnes - live weight,16.61,118.973,52.376,1.7,2,2,1.6,0,5.2,30,30,25,40,48,83,86,84,61,32,29,31,35,45,69,57,27,10,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,China,Marine areas,Tonnes - live weight,104665,84529,84066,75356,75227,71894,72492,71554,68920,61860,57850,54961,59515,60899,61617,70165,66243,53004,44723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,India,Inland waters,Tonnes - live weight,,,,,,,,,200,5000,5000,,6800,6200,8300,12812,12365,15431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,India,Marine areas,Tonnes - live weight,37945,31032,34615,59000,58450,57330,82043,70389,78300,126900,125000,,90080,69800,92865,130155,129705,112371,108680,108990,97100,90975,73700,76900,60925,64400,64000,74300,54500,41100,34300,29900,28000,20000,15000,14000,13000,10000,7346,5933,4790,3868,3124,2523,1906,1382,696,424,250,110,50,20,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Indonesia,Inland waters,Tonnes - live weight,,,,1923,1855,2900.27,2553,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant tiger prawn,Asia,Indonesia,Marine areas,Tonnes - live weight,133676.469,133237,133187,159980,126191,128655.31,125073,129231.25,175318.1,116311.4,126157,125519,124561,134930,133113,147867,134682,131399,132761,112840,103603,90483,92726,74824,96317,96237,89344,83193,87285,98358,96811,67355,63676,44450,25202,15424,13068,10318,7550,8783,7219,6317,6965,4600,4079,5099,3803,1788,1561,1256,1039,859,710,588,275,128,63,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant tiger prawn,Asia,Malaysia,Marine areas,Tonnes - live weight,18119.61,13524.757,14632.922,9905.61,10132.92,5654.734,4286.31,4205.21,4483.18,6577.2,7150,18118,16351,13503,11435,16374,21866,25721,25376,24739,26352,15540,11733,9685,9375,7660,6713,5789,3937,2821,2895,2184,1965,1105,640,268,114,59,92,78,34,21,13,8,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant tiger prawn,Asia,Myanmar,Marine areas,Tonnes - live weight,,59649.86,51796.47,19041.882,55309.51,54179.096,49890.91,40000,52000,52693,51207,46105,46104,48303,48303,49126,48640,29550,19021,6450,5473,4964,4936,2392,2123,1796,1143,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Philippines,Marine areas,Tonnes - live weight,41701.439,42093.375,45732.543,44780.4,46067.6,49139.23,49527,47843,49467,48197,47495,48162,47830.23,45343,39825,38209,37721,35917,34998,35493,40698,40467,37913,36859,40080,76220,88850,90426,86096,75996,45740,47591,43539,41458,32380,27980,26537,26357,11687,1620,1530,819,1800,3097,2512,2036,1651,1339,900,990,980,960,940,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Saudi Arabia,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,8,,101,181,15,188,179,135,51,10,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Singapore,Marine areas,Tonnes - live weight,5.32,5.04,25.18,27.887,21.356,20.27,18.874,0,2,,,,0,0,10,23,21,21,27,80,36,52,46,34,20,20,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Sri Lanka,Marine areas,Tonnes - live weight,3878.51,4720,5858,8080,4630,6030,7090,5150,4430,3310,4150,3480,3550,2230,3580,2480,1570,2380,3360,2560,3540,4360,3820,6520,3640,3555,3329,3100,2500,2000,1500,1000,700,669,500,400,250,10,40,26,17,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Taiwan Province of China,Inland waters,Tonnes - live weight,1.5,,,,15.32,,2.3,,2.45,5,0.93,29,9,6,27,1,1,0,4,19,12,0,3,17,7,24,33,0,19,1241,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,343.288,269.881,213.266,211.326,276.182,206.361,256.3,317.21,422.84,638,747.7,613,601,641,946,864,978,1469,1732,1828,2447,3844,4420,4795,5161,12231,10905,7190,8885,9185,10209,8545,16672,30603,78548,44387,16715,10755,9178,6713,3865,2533,4123,1156,725,270,153,140,119,112,76,73,70,61,56,66,56,48,41,50,76,71,77,73,70,71,0,0,0,0,,
Giant tiger prawn,Asia,Thailand,Marine areas,Tonnes - live weight,16752,14820,17954,16146,12962,13047,12098,16292,14279,20558,6514,5251,3533,4745,14318,13986,26056,106884,194909,200574,274330,304988,271019,247458,223551,235875,257062,259724,219900,179358,155069,107970,81492,40774,10544,897,106,170,150,120,100,50,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant tiger prawn,Asia,United Arab Emirates,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Asia,Viet Nam,Marine areas,Tonnes - live weight,266348.02,263139.38,262981,290000,262936.39,244087,250878.93,240248,186467,164189,194427,212567,316000,324600,170000,150000,177200,185569,150000,126416,111095,67486,41176,38977,33918,34595,41490,33520,29550,28050,26880,24560,21020,20590,14240,9750,6000,6000,5500,4490,3640,2930,2340,1860,1460,1140,880,680,510,380,280,210,150,100,70,50,30,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0
Giant tiger prawn,Europe,Greece,Marine areas,Tonnes - live weight,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Europe,Italy,Marine areas,Tonnes - live weight,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Europe,Spain,Marine areas,Tonnes - live weight,19.745,22.036,1.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Oceania,Australia,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,241,294,0,0,3406,2558,2505,2319,1278,1278,1412,1613,1493,1097,898,808,577,460,196,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Oceania,Cook Islands,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Oceania,Fiji,Marine areas,Tonnes - live weight,8.1,8.3,5,5,5,3,3,1,1,1,2,0.5,6,11,13,26,12,12,1,0,41,45,39,35,60,20,17,10,10,10,5,7,7,8,8,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Oceania,Papua New Guinea,Marine areas,Tonnes - live weight,,,0,0,0,0,10,10,10,10,10,10,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant tiger prawn,Oceania,Solomon Islands,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,1,1,,,,,,15,15,13,13,13,13,13,13,10,8,6,5,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Africa,Namibia,Marine areas,Tonnes - live weight,,,0,0,50,50,130,130,130,130,130,130,130,132,27,70,67,67,67,38,20,20,20,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Africa,South Africa,Marine areas,Tonnes - live weight,,,,,,,,,,,,450,400,300,100,100,100,95,92,50,12,12,5,16,10,32,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Americas,Brazil,Marine areas,Tonnes - live weight,50,50,50,50,50,30,30,30,30,30,30,30,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Americas,Chile,Marine areas,Tonnes - live weight,15565,18268,21672,20704.69,16725.22,14846,11952,12808,12460,4111,14469,12150,88147,21686,23668,33586,15492,20266,40050,71648,65538,33471,31278,68386,102767,105212,49183,65787,48648,47807,57679,38017,36150,23109,9178,5332,4924,6800,1237,3060,1990,1455,1054,755,534,373,258,175,117,31,12,2,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Americas,Peru,Marine areas,Tonnes - live weight,,0,,,,,,,0,0,0,0,0,0,0,,,,,,12,11,53,125,125,227,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Americas,Saint Lucia,Marine areas,Tonnes - live weight,,,,,,,,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,10,10,10,7,20,40,40,40,35,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Asia,China,Marine areas,Tonnes - live weight,3989200,3689670,3480850,3303440,3086740,2865830,2587608,2506227,2355564,1885647,1442737,1113336,1239049,1144460,994510,888840,862142,777723,442416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Asia,Indonesia,Marine areas,Tonnes - live weight,1781297.44,1456730,1223564,128000,1059005,1358400.24,1157234,1105528.6,975211,776166,630788,515581,171868,207470,242821,120000,44253,12606,10000,10000,10000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Asia,"Korea, Dem. People's Rep",Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,800,700,600,500,460,400,350,320,280,228,183,138,93,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gracilaria seaweeds,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,932.186,3672,1769,850,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Asia,Philippines,Marine areas,Tonnes - live weight,1090.019,47.342,83.175,99.093,199,285,327,536,2424,1139,1823,2025,2308,2479,1383,1423,1130,389,1015,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Asia,Viet Nam,Marine areas,Tonnes - live weight,12541.17,11979.47,11330,13949.9,9781,9353,9739,10609,9519,13665,11029,13442,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,9000,8000,6000,5000,5000,3000,2000,1700,1700,1700,1700,1500,1000,1000,1000,1000,1000,1000,1000,800,800,800,800,800,800,800,600,600,600,600,600,600,600,500,500,500,500,500,500,500,400,400,400,400,300,300,300
