"","Region","Year","Score"
"57","Africa",1965,49.9975475166094
"58","Africa",1964,49.9901298828383
"59","Africa",1963,49.9698756350138
"60","Africa",1962,49.9404487509437
"61","Africa",1961,49.9444090808974
"62","Africa",1960,49.9059149446982
"63","Africa",1959,49.9116407238259
"64","Africa",1958,49.8911171290925
"65","Africa",1957,49.8681741015206
"66","Africa",1956,49.8469904605603
"67","Africa",1955,49.8355454609937
"68","Africa",1954,49.8277997055952
"69","Africa",1953,49.8418740977465
"70","Africa",1952,49.8715116147957
"71","Africa",1951,49.8998078289585
"72","Africa",1950,49.9219252538191
"73","Americas",2021,49.7191866433519
"74","Americas",2020,49.6182642234859
"75","Americas",2019,49.5979282173931
"76","Americas",2018,49.6370665549081
"77","Americas",2017,49.5745471221652
"78","Americas",2016,49.6079615019713
"79","Americas",2015,49.2908963764357
"80","Americas",2014,49.3234565035333
"81","Americas",2013,49.4937809709197
"82","Americas",2012,49.5568713199372
"83","Americas",2011,49.7543486236203
"84","Americas",2010,49.7748049377849
"85","Americas",2009,49.5074999949602
"86","Americas",2008,49.4396113409988
"87","Americas",2007,49.3580054592272
"88","Americas",2006,49.2676822357527
"89","Americas",2005,49.1238413933814
"90","Americas",2004,49.1170606699908
"91","Americas",2003,49.0288939630301
"92","Americas",2002,48.9394500639344
"93","Americas",2001,48.835926459841
"94","Americas",2000,49.0390828385845
"95","Americas",1999,49.1256539142794
"96","Americas",1998,49.274923481607
"97","Americas",1997,49.2399552651196
"98","Americas",1996,49.2725837499442
"99","Americas",1995,49.0312712746889
"100","Americas",1994,49.2763091937757
"101","Americas",1993,49.1440037185725
"102","Americas",1992,49.1203159385271
"103","Americas",1991,49.1573623324224
"104","Americas",1990,48.8984354605029
"105","Americas",1989,49.0187733575065
"106","Americas",1988,48.9209397904518
"107","Americas",1987,48.183388716331
"108","Americas",1986,47.9554399443215
"109","Americas",1985,48.5531403724915
"110","Americas",1984,48.5725781719606
"111","Americas",1983,48.0407046801174
"112","Americas",1982,48.3615074819949
"113","Americas",1981,48.6184808549304
"114","Americas",1980,49.166606194185
"115","Americas",1979,49.2950285409129
"116","Americas",1978,49.7743576667311
"117","Americas",1977,49.7388165816191
"118","Americas",1976,50.1018592498726
"119","Americas",1975,50.1257697436384
"120","Americas",1974,50.2218920583276
"121","Americas",1973,50.3028769065407
"122","Americas",1972,50.3609788722009
"123","Americas",1971,50.4007197224576
"124","Americas",1970,50.3959694284443
"125","Americas",1969,50.4449294299068
"126","Americas",1968,50.4731646004267
"127","Americas",1967,50.4887292134672
"128","Americas",1966,50.5177846537258
"129","Americas",1965,50.5401538494241
"130","Americas",1964,50.5544701820147
"131","Americas",1963,50.5545756833515
"132","Americas",1962,50.5531321271067
"133","Americas",1961,50.5595479697857
"134","Americas",1960,50.5556770986925
"135","Americas",1959,50.5441002069747
"136","Americas",1958,50.5510987771922
"137","Americas",1957,50.550754664453
"138","Americas",1956,50.5438212345233
"139","Americas",1955,50.5365661285063
"140","Americas",1954,50.5334520631997
"141","Americas",1953,50.5367787104982
"142","Americas",1952,50.5346620560677
"143","Americas",1951,50.5403227779962
"144","Americas",1950,50.4995223873464
"145","Asia",2021,51.7145846672194
"146","Asia",2020,51.7612670910417
"147","Asia",2019,51.6963800582499
