ASFIS species Name En,Continent Name En,Country Name En,Inland/Marine areas Name En,Unit Name,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
Flathead grey mullet,Asia,Indonesia,Marine areas,Tonnes - live weight,5524.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flathead grey mullet,Asia,Japan,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,515,539,530,393,,,,,,0,0,0,0,0
Flathead grey mullet,Asia,Saudi Arabia,Marine areas,Tonnes - live weight,,,0,50,50,50,47,60,60,50,45,38,10,10,12,,,18,22,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Flathead grey mullet,Asia,Singapore,Marine areas,Tonnes - live weight,620.83,596.53,500.489,358.666,361.269,512.882,436.201,601.8,535.867,298.56,307.21,519.42,451,310,193,277,172,67,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Flathead grey mullet,Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,1262.81,1103.506,1456.659,1562.198,1459.614,867.517,1321,2370.98,2076.87,1206,2104,2359,1887,917,2358,1846,1100,1153,1585,2026,955,905,1083,1024,1647,1034,695,1023,914,462,425,507,383,336,180,113,113,112,248,182,321,204,164,251,168,179,185,188,162,106,62,78,75,72,34,32,31,30,38,60,74,60,50,45,45,44,44,60,60,40,25,15
Flathead grey mullet,Europe,Greece,Marine areas,Tonnes - live weight,385.8,307.576,250.9,341,197.5,312.8,243,257.1,273.2,239.42,370.5,317,254,373,454,614,360,446,367,248,470,526,404,451,453,480,443,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flathead grey mullet,Europe,Italy,Marine areas,Tonnes - live weight,,,,,700,700,690,690.22,100,356,330,478.5,481.5,458.1,601,95,73,96,3000,254,3000,3000,3000,3000,2900,3100,3000,2900,2892,2942,2880,3000,2500,2685,2900,3200,3200,3200,2900,2800,2600,2500,2300,2200,2100,1940,1820,1700,1590,1480,1370,1270,1170,1070,980,900,820,740,670,600,540,480,420,370,320,280,240,200,170,146,120,105
Flathead grey mullet,Europe,Spain,Marine areas,Tonnes - live weight,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flathead grey mullet,Oceania,Fiji,Marine areas,Tonnes - live weight,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Africa,Algeria,Marine areas,Tonnes - live weight,2177.9,3043.2,1600.22,1689.11,1352.22,225.7,269.6,650.816,348.644,161.349,109.18,64.928,28.333,3.49,0,0,1,1,1,34,32,26,18,8,0,0,0,1,1,0,1,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Africa,Egypt,Marine areas,Tonnes - live weight,42743,38737,35880,29994,35221,26663,16092,16967,14537,14806,14155,15065,5335,4430,1205,433,4398,2465,2424,1662,1053,8862,2733,3682,2252,1457,1062,720,720,720,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Africa,Libya,Marine areas,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,50,50,50,60,60,61,61,50,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Africa,Morocco,Marine areas,Tonnes - live weight,,,,,,,,,,,,34.97,,,0,0,332,350,378,378,304,390,556,161,254,658,590,792,585,234,205,133,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Africa,Tunisia,Marine areas,Tonnes - live weight,17798.601,15577,18017,18463,16841,13240,10216,8125,8475,5272,4184,2296,1538,1105,790,648,576,678,528,353,448,409,25,280,232,299,160,38,52,131,3,85,120,194,25,20,5,15,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Americas,Dominican Republic,Marine areas,Tonnes - live weight,285,285,270,270,170,,,,,,,350,350,350,350,350,350,69,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,Bahrain,Marine areas,Tonnes - live weight,5,5,5,5,5,13.684,5,2.105,0,0.78,2.48,0.679,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilthead seabream,Asia,Cyprus,Marine areas,Tonnes - live weight,5097,4367,5168,4885,4949,5039,3656,2919,3795,3126,3056,2807,2552,1926,1404,1880,1465,1356,1182,1266,1278,1384,986,827,769,527,223,187,133,42,45,37,16,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,Israel,Marine areas,Tonnes - live weight,2650,2750,2950,2255,2255,2065,1820,2554,2520,2052,1440,1240,1072,2347,2204,2713,3366,2860,2546,2561,2688,2511,2210,1643,1326,633,230,100,55,54,71,84,80,60,45,30,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,Kuwait,Marine areas,Tonnes - live weight,,,,,,,,,,10,10,10,10,16.9,55,11,142,,,43,43,83,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,Lebanon,Marine areas,Tonnes - live weight,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,Oman,Marine areas,Tonnes - live weight,1350,1060,862,350,,,,,,,,,,34,,82,180,460,331,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,Palestine,Marine areas,Tonnes - live weight,620,514,540,420,435,250,220,150,169,90,41,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,Qatar,Marine areas,Tonnes - live weight,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,Saudi Arabia,Marine areas,Tonnes - live weight,9800,10983.8,1444.07,2200,2230,2220,3057,1685,1825,1648,1453,1300,1190,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilthead seabream,Asia,Türkiye,Marine areas,Tonnes - live weight,133476,109749,99730,76680,61090,58254,51844,41873,35701.1,30743,32187,28157,28362,31670,33500,28463,28334,20435,16735,11681,12939,15460,11000,10150,7500,6320,4847,6070,1029,937,910,1031,798,100,65,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Asia,United Arab Emirates,Marine areas,Tonnes - live weight,1302,1587.779,1860,1800,1810,1710,270,290,370,170,172,0,0,1065,190,190,190,190,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Albania,Marine areas,Tonnes - live weight,3724,4312,2450,2300,2400,1900,1800,1600,1600,1600,375,467,370,343,402,370,250,400,250,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Bosnia and Herzegovina,Marine areas,Tonnes - live weight,81.6,74.4,99.6,98.8,95.6,93.7,91,107,61,,118,100,100,100,100,99,95,45,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Croatia,Marine areas,Tonnes - live weight,7519.3,7779.9,6774.49,5590.97,4829.601,4100.956,4074.788,3654.575,2978,2173,1719,2400,2200,1800,1150,1050,1000,700,610,700,940,800,450,595,40,80,90,70,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,France,Marine areas,Tonnes - live weight,1850,2006.258,2344.26,1608,1500,1500,1381.2,1379.2,1636,1316,1412,1239,513.1,1182.4,1600,1609,1778,1379,1139,1361,1643,1180,1193,1500,1312,486,984,1153,329,100,40,30,20,170,10,10,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Greece,Marine areas,Tonnes - live weight,66890.8,61975.545,55452,56203.1,55947.5,49620.8,47713.4,50688.2,55751.3,53459.23,51308,57204,60488,51957,50023,43916,43829,37394,44118,37944,40694,38587,32837,21951,18035,13799,9387,6500,6012,4126,2069,1598,490,220,65,30,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Italy,Marine areas,Tonnes - live weight,8175.8,7717.534,7350,7316.32,7600,7600,6800,6830.31,6184,6323,5508.3,6259.5,5413,5455.36,8184,6345,6914,5845,9000,4959,7800,6000,5700,5500,3900,3650,3200,1850,1527,1070,965,850,850,750,550,450,360,320,310,240,200,250,160,140,110,90,80,60,40,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilthead seabream,Europe,Malta,Marine areas,Tonnes - live weight,2640.442,2597.945,1783.245,1779.081,2458.195,2221.213,2337,2704,2550,2604,1081.6,1755,1984,1574,1097,912,540,743,794,1066,1039,1512,1922,1870,1080,931,550,550,250,150,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Montenegro,Marine areas,Tonnes - live weight,36,64,71,45,62,59,45,38,50,50,60,60,55,45,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Portugal,Marine areas,Tonnes - live weight,3090.691,1768,2315.82,897.89,1038.01,1162.36,1098.824,1602.144,1426.88,894.9,827,1053,1345,1635.2,1930,1623,1519,1685,1449,1855,1762,1815,1352,1221,742,519,417,404,289,369,295,105,19,69,67,67,45,35,23,18,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Slovenia,Marine areas,Tonnes - live weight,42.9,,,,,,,,,,,,,0,0,0,2,31,16,12,7,27,30,56,61,21,20,41,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Spain,Marine areas,Tonnes - live weight,7823.245,6458.123,12475.318,13810.44,17005.46,12396.896,16005.256,16915.44,18897.21,16607,15118.007,20358.2,23218.74,22286,20355,16574,15433,15571,13826,11335,9382,8242,6117,4933,3969,3818,2706,2094,2014,1675,1073,565,348,160,109,124,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Gilthead seabream,Europe,Yugoslavia SFR,Marine areas,Tonnes - live weight,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,100,60,35,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese amberjack,Asia,Japan,Marine areas,Tonnes - live weight,132700,137511,136367,138229,138999,140868,140292,134608,150387,160215,146240,138936,154943,155108,159749,155004,159741,150068,157568,162496,153075,136834,140411,146849,138234,145773,169765,148181,141646,148701,161077,161106,153164,165928,158867,145878,150961,152498,155879,146304,150754,149311,154872,121728,114866,101619,92352,92685,80269,76913,61743,43354,32722,31777,21169,16875,14779,10321,5038,4460,2036,1431,542,293,113,64,68,53,98,50,50,40
Japanese seabass,Asia,China,Marine areas,Tonnes - live weight,199106,195246,180173,166581,156595,137901,117376,108765,122592,120584,117208,102822,100794,95747,100574,90154,76969,70543,68588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese seabass,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,1211.827,843,774,1000,2046,1878,1780,1004,1248,1522,1835,1952,2395,2007,2361,1571,2600,1850,2778,2006,873,605,797,,,266,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese seabass,Asia,Singapore,Marine areas,Tonnes - live weight,1.88,1.33,0.892,13.988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese seabass,Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,743.194,812.557,988.513,843.248,1118.6,1384.077,1435,2378.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large yellow croaker,Asia,China,Marine areas,Tonnes - live weight,254224,254062,225549,197980,177640,159529,142351,122254,100717,91148,76457,83274,65259,65977,61844,62507,60916,58931,51375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Africa,Kenya,Marine areas,Tonnes - live weight,5,6,5,5,4,4,2,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkfish,Africa,"Tanzania, United Rep. of",Marine areas,Tonnes - live weight,6,168.45,23.88,350,340,390,230,210,203,221.4,137,8.5,10,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Africa,"United Republic of Tanzania, Zanzibar",Marine areas,Tonnes - live weight,2,2,2,1.693,1.62,9.481,3.939,10.593,6.772,9.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Asia,Brunei Darussalam,Marine areas,Tonnes - live weight,2.49,11.32,3.936,10.9,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Asia,Indonesia,Marine areas,Tonnes - live weight,713344.491,742060,747816,808966,632975,691507.98,625342,577567.68,575255.62,482930.49,467326.55,422068,328287.5,277471,263139,212932,254067,241438,226114,222317,209525,217208,209758,158666,142709,162127,151256,153093,164448,147032,141024,132432,119339,118001,105947,103588,93508,84365,81506,73330,61041,52922,46187,48287,48641,44027,44692,41650,38439,43900,43000,43000,44100,44900,51700,49500,41300,42200,38800,41300,39600,35600,36400,27300,33000,30400,26500,23400,24900,21300,19000,18800
Milkfish,Asia,Malaysia,Marine areas,Tonnes - live weight,2819.88,3253.964,2234.838,0,119.59,2036.7,2177.21,2154.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Asia,Philippines,Marine areas,Tonnes - live weight,426065.286,392844.73,368592.8,347922.7,365198.3,361199,345637,353338,358886,345205,330329,306643,304473,306397,308458,280509,263876,246326,224790,220998,221535,195471,164525,148676,144297,139450,137962,135682,124510,145554,213674,191878,181197,175935,179791,158621,155344,155709,233515,219967,206507,150631,116230,103253,100708,98102,92621,98480,86652,86062,85186,83921,82279,84139,55603,55379,54982,54532,53978,53449,52918,52304,50538,50133,34290,33478,34569,30480,29121,27003,25812,22154
Milkfish,Asia,Singapore,Marine areas,Tonnes - live weight,1215.45,1358.27,1570.942,2020.47,2093.51,2210.035,2358.487,1954.9,1648.17,1664.1,1829.46,1312,961,917,1303,1183,1500,1839,1492,956,656,676,378,148,370,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Asia,Sri Lanka,Marine areas,Tonnes - live weight,5.1,66.2,83.28,76.17,,3.5,2.3,,,2,6.72,2.2,,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkfish,Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,29838.413,27944.226,31585.156,33292.441,33069.169,25841.662,36461,43893.84,41145.36,42296,24091.4,20380,26433,27944,27515,29375,23386,25053,32971,28424,21892,16267,22649,28359,31259,27806,28058,26188,16844,15580,27106,75244,12601,23161,19476,21949,25599,23344,27964,23416,21929,18883,31879,29858,26261,26651,33164,28730,31437,24852,30388,27725,18975,19689,23046,28443,26938,29986,25607,25439,31114,25756,25343,28806,26683,24097,26187,22157,19124,15317,13990,15259
Milkfish,Asia,Timor-Leste,Marine areas,Tonnes - live weight,15,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Oceania,Cook Islands,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Oceania,Guam,Marine areas,Tonnes - live weight,30,30,30,30,30,30,30,30,30,30,30,35,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Oceania,Kiribati,Marine areas,Tonnes - live weight,2,2,2,2,2,2,2,2,11,11,3,11,10.36,11.64,5,12,12,9,9,14,18,14,13,4,7,9,15,30,50,40,40,35,35,30,25,30,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Oceania,Micronesia (Fed. States),Marine areas,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Oceania,Nauru,Marine areas,Tonnes - live weight,0.5,0.5,0.3,0.5,0.3,0.3,0.3,0.3,0.1,1,0,0,0,0,0,0.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkfish,Oceania,Palau,Marine areas,Tonnes - live weight,10,15,15,15,14,14,20,20,19.7,35.7,19.7,17.5,14.3,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Milkfish,Oceania,Papua New Guinea,Marine areas,Tonnes - live weight,0,0,0,0.1,0.1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkfish,Oceania,Tonga,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,0,0,0,0,0,20,14,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfish,Oceania,Tuvalu,Marine areas,Tonnes - live weight,1,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,1,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Africa,Eritrea,Marine areas,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Africa,Senegal,Marine areas,Tonnes - live weight,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Asia,Brunei Darussalam,Marine areas,Tonnes - live weight,,,,,,,,0,3.88,0,0,0,0,0,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Asia,Indonesia,Marine areas,Tonnes - live weight,90641.119,102752,110524,46270,42592,52831.12,45193,52582.37,81052.81,34134.36,32861.8,16686,2041.3,1604,2499,10544,3114,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Asia,Philippines,Marine areas,Tonnes - live weight,5060.364,4644.319,4617.277,4701.3,4634.5,4416,4640,4653,3961,3741,3582,3635,5614,5659,4052,3834,2192,1977,1955,1768,1993,1606,1414,1190,1191,963,1063,1966,1589,1554,2814,3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Asia,Singapore,Marine areas,Tonnes - live weight,,,,,0.3,,,,,0,0,0,0,0,0,15,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Asia,United Arab Emirates,Marine areas,Tonnes - live weight,84.4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Europe,Malta,Marine areas,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile tilapia,Oceania,Samoa,Marine areas,Tonnes - live weight,,,,,,,,2.781,1.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange-spotted grouper,Asia,Bahrain,Marine areas,Tonnes - live weight,,,,,,0.321,0,0.571,0,0.945,0.852,2.015,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange-spotted grouper,Asia,Brunei Darussalam,Marine areas,Tonnes - live weight,,,,,,,12.9,28.13,3.51,50,5,5,5,3,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange-spotted grouper,Asia,Cambodia,Marine areas,Tonnes - live weight,480,550,420,350,320,300,200,200,150,140,140,120,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange-spotted grouper,Asia,"China, Hong Kong SAR",Marine areas,Tonnes - live weight,44.69,74,28,5,41,103,205,361,277,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange-spotted grouper,Asia,Kuwait,Marine areas,Tonnes - live weight,0,0,,0,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange-spotted grouper,Asia,Singapore,Marine areas,Tonnes - live weight,3.81,2.09,9.955,9.526,10.478,13.637,7.191,6.4,14.39,12.354,4.11,1.8,79,111,85,89,104,139,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange-spotted grouper,Asia,United Arab Emirates,Marine areas,Tonnes - live weight,,240,180,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pompano,Asia,China,Marine areas,Tonnes - live weight,243908,160000,155000,150000,137000,115000,110000,110000,112000,112000,112000,80000,66000,36000,35000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow trout,Africa,South Africa,Marine areas,Tonnes - live weight,,7.02,20.1,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow trout,Americas,Argentina,Marine areas,Tonnes - live weight,4.35,1.1,13,2,3,25,25,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow trout,Americas,Canada,Marine areas,Tonnes - live weight,1177,1164,,65,1072,200,,,,,,,,,,,,,,,,,,,,,,,,14,102,210,274,185,192,9,200,193,60,130,100,130,48,58,60,47,49,49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,300,200,200,200,200
Rainbow trout,Americas,Chile,Marine areas,Tonnes - live weight,56520,87614,81714,78255.09,74585.22,84213,94508,131315,131891,223516,208482,200000,199497,147563,162406,140262,113582,122760,111493,108771,109142,78911,47164,71073,69301,52491,40089,30679,20557,13898,1575,1853,925,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow trout,Americas,United States of America,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,33,98,266,540,536,474,650,305,112,50,25,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow trout,Asia,Georgia,Marine areas,Tonnes - live weight,100,100,100,100,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow trout,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,90.912,88.71,161,70,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow trout,Asia,Türkiye,Marine areas,Tonnes - live weight,31509,18182,9411,9235,4972,4643,6187,4812,5186.2,3234,7697,7079,5229,2721,2740,1633,1249,1650,1194,846,1240,1961,1700,2290,2000,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
