"","Country","Year","Score"
"190","Chile",1976,65.4632102499697
"191","Chile",1975,65.4684706251092
"192","Chile",1974,66.0725927027835
"193","Chile",1973,66.4009464036
"194","Chile",1972,67.612045702766
"195","Chile",1971,68.0599996602041
"196","Chile",1970,68.4080046394915
"197","Chile",1969,68.49919311
"198","Chile",1968,68.49919311
"199","Chile",1967,68.49919311
"200","Chile",1966,68.49919311
"201","Chile",1965,68.49919311
"202","Chile",1964,68.49919311
"203","Chile",1963,68.49919311
"204","Chile",1962,68.49919311
"205","Chile",1961,68.49919311
"206","Chile",1960,68.49919311
"207","Chile",1959,68.49919311
"208","Chile",1958,68.49919311
"209","Chile",1957,68.49919311
"210","Chile",1956,68.49919311
"211","Chile",1955,68.49919311
"212","Chile",1954,68.49919311
"213","Chile",1953,68.49919311
"214","Chile",1952,68.49919311
"215","Chile",1951,68.49919311
"216","Chile",1950,68.49919311
"217","Nigeria",2021,45.7907693151945
"218","Nigeria",2020,45.7767439178419
"219","Nigeria",2019,45.7767438665443
"220","Nigeria",2018,45.8186256125667
"221","Nigeria",2017,45.6908254648738
"222","Nigeria",2016,45.4673832930232
"223","Nigeria",2015,45.6741467721534
"224","Nigeria",2014,45.6728202520537
"225","Nigeria",2013,45.7478969104017
"226","Nigeria",2012,45.6294623644747
"227","Nigeria",2011,45.9110424128272
"228","Nigeria",2010,46.0342276159601
"229","Nigeria",2009,45.5584101162432
"230","Nigeria",2008,44.8291017377107
"231","Nigeria",2007,47.6380805076334
"232","Nigeria",2006,47.6381845181781
"233","Nigeria",2005,47.7500892964408
"234","Nigeria",2004,47.67295667456
"235","Nigeria",2003,48.643039588645
"236","Nigeria",2002,49.0294660150871
"237","Nigeria",2001,47.2215440651584
"238","Nigeria",2000,49.3944244066123
"239","Nigeria",1999,49.046223114821
"240","Nigeria",1998,48.7524067076606
"241","Nigeria",1997,46.4052933875341
"242","Nigeria",1996,38.6858120431569
"243","Nigeria",1995,48.2917176957196
"244","Nigeria",1994,47.9600305576531
"245","Nigeria",1993,48.2673136211017
"246","Nigeria",1992,48.2347003435113
"247","Nigeria",1991,49.5391786779161
"248","Nigeria",1990,48.4328196949675
"249","Nigeria",1989,44.8727933835017
"250","Nigeria",1988,43.3602868490072
"251","Nigeria",1987,49.1427124102358
"252","Nigeria",1986,49.141305787629
"253","Nigeria",1985,49.638679294217
"254","Nigeria",1984,48.9913545688284
"255","Nigeria",1983,49.3678896653912
"256","Nigeria",1982,49.4692223417747
"257","Nigeria",1981,49.5616540735375
"258","Nigeria",1980,49.6534411654311
"259","Nigeria",1979,49.7374204340704
"260","Nigeria",1978,49.8172205744719
"261","Nigeria",1977,49.8923280637041
"262","Nigeria",1976,49.9610862082438
"263","Nigeria",1975,50.0224704100193
"264","Nigeria",1974,50.0811339148256
"265","Nigeria",1973,50.0962156010087
"266","Nigeria",1972,50.1561656526873
"267","Nigeria",1971,50.2208849363238
"268","Nigeria",1970,50.2907082272359
"269","Nigeria",1969,50.44880937
"270","Nigeria",1968,50.44880937
"271","Nigeria",1967,50.44880937
"272","Nigeria",1966,50.44880937
"273","Nigeria",1965,50.44880937
"274","Nigeria",1964,50.44880937
"275","Nigeria",1963,50.44880937
"276","Nigeria",1962,50.44880937
"277","Nigeria",1961,50.44880937
"278","Nigeria",1960,50.44880937
"279","Nigeria",1959,50.44880937
"280","Nigeria",1958,50.44880937
"281","Nigeria",1957,50.44880937
"282","Nigeria",1956,50.44880937
"283","Nigeria",1955,50.44880937
"284","Nigeria",1954,50.44880937
"285","Nigeria",1953,50.44880937
"286","Nigeria",1952,50.44880937
"287","Nigeria",1951,50.44880937
"288","Nigeria",1950,50.44880937
