"","species","common_name","category","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"35","Penaeus monodon","Giant tiger prawn","Crustacean",0,0,0,0,0,0,36.92,36.4,37.96,40.04,36.92,39.52,31.2,31.72,48.36,77.48,126.88,208.52,389.48,972.4,1103.44,1261,1480.96,1736.8,2273.44,3736.2,5163.6,5557.24,6894.16,9563.84,8605.48,11021.4,14436.76,21602.36,33109.44,39412.88,58829.68,92085.76,103927.2,133929.12,150695.48,194698.92,228450.56,257349.56,290868.76,294554.52,279183.32,249385.24,261614.6,284762.92,328111.68,349966.24,328364.92,376418.12,367859.44,346059.48,333917.48,308697.48,374589.8,399590.9996,292704.1,358025.5276,348049.052,368634.6404,364916.5884,382305.6744,367046.8204,378691.1856,390780.806,373856.4856,372964.8676,386217.1404,396749.366,419113.4636
"36","Penaeus vannamei","Whiteleg shrimp","Crustacean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,26,26,104,264.16,530.92,805.48,1085.24,1737.84,1941.16,2121.6,4346.68,5803.2,10789.48,17577.04,17598.88,16095.56,23331.88,37145.16,41608.84,42226.6,47682.96,64345.32,72827.04,60848.32,67632.24,77379.64,78101.92,94415.36,104434.72,101624.64,80867.8,145754.96,253718.4,522565.68,690393.08,872772.68,1123724.16,1223167.556,1198370.368,1263259.9408,1377241.1588,1571389.508,1635350.288,1623362.4316,1869775.9964,1977854.58,2141702.394,2460959.6596,2609047.506,2834115.2112,3031200.5724,3297104.6368,3556460.5596,3825630.6452
"37","Perna canaliculus","New Zealand green-lipped mussel","Bivalve",132.36,176.48,198.54,198.54,264.72,264.72,463.26,419.14,573.56,529.44,573.56,176.48,529.44,375.02,375.02,485.32,463.26,352.96,352.96,220.6,220.6,264.72,551.5,529.44,471.6428,352.5188,496.1294,143.8312,155.523,248.8368,346.342,297.3688,1069.91,1665.53,2161.88,2395.716,3449.3016,3900.8698,5426.3188,5297.709,5294.4,9618.16,10257.9,10368.2,9929.206,13791.6914,14339,14449.3,16545,15662.6,16765.6,14118.4,17206.8,17206.8,18751,20957,21398.2,21949.7,22082.06,19820.91,20994.0608,22349.2066,19070.2082,18433.5566,21494.8228,16944.5066,20744.5622,21997.3496,19010.4256,21717.4082,22425.5342,21622.3296,19678.1818,20508.5202
"38","Porphyra haitanensis","Nori (haitanensis)","Algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425,5440.5,6308.5,5863.65,6922.3,8362.25,14246.05,13061.85,10276.5,11178.6,10894.95,10563.25,15479.85,15608.5,14255.35,13148.65,14441.35,14292.55,14345.25,8205.7,18054.4,24643.45,29950.65,44950,47453.25,47070.4,46520.15,51171.235,56758.52,65861.515,79510.35,91101.25,98721.67,109873.765,108979.415,127425.5,140146.35,126272.3,164663.165,161304.935,151799.87,166842.775,168973.095,169130.575,172034.965,203491.75,268622.75,312757.45,329071.2,344127.9,308701.1,337369.9,325405.45
"39","Porphyra yezoensis","Nori (yezoensis)","Algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425,5440.5,6308.5,5863.65,6922.3,8362.25,14246.05,13061.85,10276.5,11178.6,10894.95,10563.25,15479.85,15608.5,14255.35,13148.65,14441.35,14292.55,14345.25,8205.7,18054.4,24643.45,29950.65,44950,47453.25,47070.4,46520.15,51171.235,56758.52,65861.515,79510.35,91101.25,98721.67,109873.765,108979.415,127425.5,140146.35,126272.3,164663.165,161304.935,151799.87,166842.775,168973.095,169130.575,172034.965,203491.75,268622.75,312757.45,329071.2,344127.9,308701.1,337369.9,325405.45
"40","Procambarus clarkii","Red swamp crayfish","Crustacean",0.621,0.828,2.07,2.07,2.07,2.07,4.14,4.14,6.21,8.28,10.35,14.49,18.63,24.84,33.12,43.47,55.89,74.52,97.29,128.34,165.6,227.7,289.8,382.95,507.15,672.75,931.5,1408.842,1219.437,2007.9,2245.743,3477.6,5175,6210,5589,6115.815,9173.826,9580.374,6752.34,6766.83,7183.935,6188.058,5959.737,5373.099,4656.051,5507.235,4425.867,4676.751,3563.712,4028.013,1596.591,2866.329,5759.775,16160.283,17876.934,23046.759,31749.039,65716.497,86506.128,107289.549,123440.9724,106209.009,113589.801,123613.362,136470.18789,149057.802,185204.763,247022.208,354248.208,448212.96,510461.55081,560405.08665,613622.50965,663127.23654
"41","Pyropia tenera","Nori (tenera)","Algae",6510,7595.62,13023.1,11711.49,13347.67,17479.04,20459.07,31309.38,19759.4,23921.77,31826.77,46621.21,49787.24,47448.91,37496.98,45573.41,41740.57,51373.82,49295.89,46662.13,82846.26,86721.57,74693.88,107313.63,122063.74,100295.54,105108.91,106428.58,120381.99,118070.94,132490.28,135231.92,111563.11,144682.89,171454.49,149317.39,175638.25,131616.39,179367.86,175282.68,155900.55,175220.99,175576.56,191652.23,238014.59,190021.32,171401.48,167710.31,184635.38,193303.29,164048.28,167724.57,200275.5,167688.61,182121.9,181098.9,181425.02,188089.71,174462.73,171759.84,175222.54,189035.055,214651.75,224371.18,209557.52,213420.74,221161.75,257673.86,264892.21,266985.9748,256846.6808,244177.5884,243570.596,228578.8782
"42","Ruditapes philippinarum","Japanese carpet shell","Bivalve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440.36,900.9,1489.5,1493.82,2321.28,2600.28,1141.56,1661.4,1837.08,2320.2,3053.52,3625.92,4641.12,6607.62,6255.72,7492.86,8471.52,9047.52,9388.62,10551.78,12225.6,15550.38,23343.3,31066.74,34491.06,46840.32,56723.22,72716.58,118871.28,171372.42,210488.58,206870.04,208250.46,222592.32,241705.62,301139.82,270772.38,332610.48,373437.18,411801.66,452013.48,466336.62,505267.56,548226.36,559807.5384,578254.8276,630033.03,631330.7346,651364.506,669955.3344,690944.7636,698453.3574,751506.7806,760957.9002,744880.3056,722966.1372,767763.6228,781570.719,796714.1676,158935.275
"43","Saccharina japonica","Japanese kelp","Algae",1654.78,1164.36,1042.53,1255.19,1682.99,2461.4,2714.05,6511.86,16962.27,62649.76,106462.06,106697.97,107277.36,128395.49,170844.1,171497.58,214266.42,215202.93,216318.62,259663.44,231918.44,292835.92,348177.12,300276.54,328589.77,367024.81,356444.51,513445.56,582423.35,569963.52,611951.47,559182.03,576663.24,627711.56,702196.81,738215.71,663034.82,676707.06,760514.63,910126.52,763805.9,1011399.49,1353396.76,1586734.07,1562616.38,1563384.87,1785829.09,1690284.61,1638102.31,1806752.85,1668454.72,1631794.43,1706910.53,1663477.05,1628296.7,1766720.07,1809973.75,1853145.9,1912469.05,1960226.41,2022936.31,2036164.01,2209960.24,2305719.55,3006531.28,3197247.62,3305403.8672,3464088.242,3564532.52,3804859.71,3865708.5188,4059580.665,3367009.8696,4108606.4458
"44","Salmo salar","Atlantic salmon","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1.16,2.32,4.64,8.7,15.66,170.52,182.12,208.22,331.76,564.92,729.64,957.58,1320.66,2294.48,2877.38,3067.04,5862.64,7693.7,11970.04,15651.3,22502.26,34207.82,38944.68,64146.84,97476.54,130872.36,154444.14,143566.24,177253.8,217459.98,269842.1,320105.48,374979.28,399171.66,467257.28,519568.64,597402.9,629957.72,665655.56,731917.08,735032.26,764857.6,799746.92,841734.802,841948.2594,833490.1542,1006525.3532,1203150.898,1214350.5878,1361490.8168,1380898.307,1231587.283,1298159.0624,1336009.8392,1455341.4404,1508609.9918,1612829.0376,1609271.6772,1574496.7912
"45","Sargassum fusiforme","Fusiform sargassum","Algae",0,0,0,1.55,2.17,2.48,3.1,4.03,4.96,6.51,8.06,9.92,12.4,15.81,19.53,19.84,22.94,22.94,24.18,30.07,37.82,47.43,59.21,74.4,93,116.56,145.08,180.11,228.78,286.75,379.75,464.07,444.54,816.23,1340.75,2634.07,4119.59,3587.32,7400.01,6252.08,7415.2,3536.48,5630.53,8562.51,9817.39,11680.49,7146.74,10687.25,7818.2,7111.4,3748.21,2130.63,3414.96,33975.07,42788.68,35845.61,41960.05,48722.39,32606.11,30412.55,30080.23,40913.49,37805.12,49090.36,57110.37,64890.44,67087.72,78924.14,83284.6,94177.07,90800.55,101492.977,108029.1534,133585.2775
"46","Sciaenops ocellatus","Red drum","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,2.5,5,7.5,5,6,3.5,5,58,74,1251.5,1057.5,1116,1097,20026.5,20324.5,21201.35,24482.4,25909.7,26568.25,25452.05,26483.2,32132,32649,29755.11,34850,35665.785,35136.8,35574.415,36838.42,38541.79,42190.79,34903.21,34070.79,34557.11
"47","Scylla paramamosain","Green mud crab","Crustacean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26491.8,28480.5,29238.9,27930.9,30458.7,34155.6,34362.9,33722.4,34731.6,37079.7,39644.7,40352.1,40528.2,43856.7,45592.8,47313.6,48184.8,47829.9,45619.5,46398.3,47103.6
"48","Scylla serrata","Indo-Pacific swamp crab","Crustacean",87,93,93,132,102,132,132,132,135,165,165,164.4,168,180.3,177,170.1,198,198.6,192.3,198,90.9,128.7,166.8,132,415.5,167.4,246.9,187.5,224.7,353.1,279.9,485.4,676.8,731.7,903,1042.5,1097.7,1032.9,1059,1293,1136.4,991.5,2009.4,2755.2,2511.9,2168.7,1640.7,3005.4,1811.4,3188.4,3219,2763.3,4332.3,3752.7,2696.4,3509.4,4137.6,4894.5,6016.5,6590.01,11097.861,11033.052,13195.953,12408.006,23759.166,25096.326,27968.565,25969.281,36309.513,32251.203,33711.072,33694.296,31493.469,32250.921
"49","Seriola quinqueradiata","Japanese amberjack","Finfish",20,25,25,49,26.5,34,32,56.5,146.5,271,715.5,1018,2230,2519,5160.5,7389.5,8437.5,10584.5,15888.5,16361,21677,30871.5,38456.5,40134.5,46342.5,46176,50809.5,57433,60864,77436,74655.5,75377,73152,77939.5,76249,75480.5,72939,79433.5,82964,76582,80553,80538.5,74350.5,70823,74090.5,84882.5,72886.5,69117,73424.5,70205.5,68417,76537.5,81248,78784,75034,79870.5,77502,79874.5,77554,77471.5,69468,73120,80107.5,75193.5,67304,70146,70434,69499.5,69114.5,68183.5,68755.5,66845.5,56931.5,61500
"50","Sinonovacula constricta","Constricted tagelus","Bivalve",2.52,11.88,19.44,38.7,60.66,86.04,116.1,224.46,161.46,289.08,520.02,406.98,421.02,511.56,556.2,900.9,1099.62,1427.04,1797.84,2306.88,3049.56,3671.28,4375.98,4035.6,4330.8,5069.88,5899.86,8628.12,9000,10449,11188.44,11675.7,13212.18,16019.82,19801.08,22629.06,22711.5,24047.46,25321.14,24924.06,25258.68,29741.4,35747.64,40107.42,45519.48,55214.82,61653.42,59746.14,67672.26,76789.8,87792.3,94450.86,100252.26,105957.36,106526.34,112393.62,109908.18,120070.44,133575.12,121664.16,124799.94,127787.22,124271.1,124180.02,135358.92,136844.82,143870.76,155257.38,153526.5,156465.18,154847.7,154737.18,152572.68,800839.08
"51","Sparus aurata","Gilthead seabream","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5.2,10.4,20.8,31.2,41.6,46.8,57.2,72.8,84.24,133.64,108.16,136.24,178.36,203.84,293.28,403,505.96,928.2,1479.4,2376.4,3368.04,5021.64,6776.64,10696.4,12730.12,17270.76,21573.24,28289.56,34953.88,45397.56,42726.84,40305.2,50104.6,48213.36,57592.6,55823.56,64811.24,67535.702,70756.4884,74000.3056,69616.3364,74415.2552,82615.0676,83582.0908,87976.2364,98416.9212,114038.3868,118909.8092,134916.0904,147425.4496,165340.3024,178733.0532,177470.1188
"52","Tegillarca granosa","Blood cockle","Bivalve",1726.2,1765.8,2120.4,2181.6,2168.1,2226.6,2608.2,3171.6,2520.9,2597.94,3216.6,2833.92,3591,6047.64,6832.62,6625.26,8303.94,9302.22,8397.72,8215.74,11526.66,11080.62,8704.62,10820.7,12313.62,8419.32,10844.28,15094.08,16238.34,17475.66,27579.24,19154.52,14799.42,13917.42,19177.38,16509.42,18430.56,19811.34,19264.5,20671.2,20722.86,26304.12,26455.68,31795.38,36208.98,45401.94,40313.34,34360.2,49248.36,56118.06,51588,63811.44,66250.26,75445.92,76989.24,69349.14,70950.78,74371.14,75473.82,76321.8,82206.72,70410.78,68083.92,78571.6578,78912.6948,76723.5996,77464.9368,71810.7012,78650.2314,81481.0932,82219.2642,73706.0814,73237.617,72888.2838
"53","Trachinotus ovatus","Pompano","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17100,19950,20520,37620,45600,63840,63840,63840,62700,62700,65550,78090,85500,88350,91200,139027.56,139897.95,166589.91
"54","Undaria pinnatifida","Wakame","Algae",2418.93,2325,2325,2418,2542,2573,2635,3100,3875,3720,4185,4340,4495,6556.5,6510,6118.47,16370.79,25312.74,37899.36,28733.28,37541.93,47664.36,59198.84,88383.17,127653.97,90401.89,107489.09,120321.23,105348.85,105444.33,126630.35,150887.54,138106.24,140316.85,153379.94,145333.27,180437.05,155312.79,152583.86,151698.5,141767.03,136744.41,173223.66,166418.23,172040.39,164761.9,134612.85,165977.41,106472.91,100374.9,96448.75,72070.97,91751.63,548452.62,696043.31,756318.47,628614.9,547349.609,544437.19,520568.74,466582.86,524425.45,640579.04,621903.09,703544.69,686826.39,639682.52,725919.8979,719657.188,794865.7083,871540.7301,849721.0205,834682.4989,828266.2646
